single_encoder,division,group,class,subclass
RDF6020329,Humanities and the arts,Languages and literature,Literature and literary studies,Comparative literatures
RDF6020330,Humanities and the arts,Languages and literature,Literature and literary studies,Electronic literatures
RDF6020399,Humanities and the arts,Languages and literature,Literature and literary studies,"Literature and literary studies, n.e.c."
RDF60299,Humanities and the arts,Languages and literature,Other languages and literature,
RDF6029999,Humanities and the arts,Languages and literature,Other languages and literature,Other languages and literature
RDF603,Humanities and the arts,Philosophy,,
RDF60301,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),
RDF6030101,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Aesthetics
RDF6030102,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Environmental philosophy
RDF6030103,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Epistemology
RDF6030104,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Feminist philosophy
RDF6030105,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of sexuality
RDF6030106,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Logic
RDF6030107,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Metaphysics
RDF6030108,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Phenomenology
RDF6030109,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophical psychology (including moral psychology and philosophy of action)
RDF6030110,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of cognition
RDF6030111,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of language
RDF6030112,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of mind (except cognition)
RDF6030113,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of religion
RDF6030114,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of specific cultures (including comparative philosophy)
RDF6030115,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of law
RDF6030116,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Social philosophy
RDF6030117,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Postcolonial philosophy
RDF6030118,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Political philosophy
RDF6030119,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Critical theory in philosophy
RDF6030120,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Contemporary philosophy
RDF6030121,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Metaethics and ethical theory
RDF6030122,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),"Classical philosophy (Greek, Latin, Medieval)"
RDF6030123,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),History of philosophy
RDF6030124,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Ontology
RDF6030125,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of sciences and technologies
RDF6030199,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),"Philosophy, n.e.c."
RDF60302,Humanities and the arts,Philosophy,Applied ethics,
RDF6030201,Humanities and the arts,Philosophy,Applied ethics,Bioethics (humans and animals)
RDF6030202,Humanities and the arts,Philosophy,Applied ethics,Business ethics
RDF6030203,Humanities and the arts,Philosophy,Applied ethics,"Ethics in technology (e.g., digital, artificial intelligence)"
RDF6030204,Humanities and the arts,Philosophy,Applied ethics,"Human rights, justice, and ethical issues"
RDF6030205,Humanities and the arts,Philosophy,Applied ethics,Legal ethics
RDF6030206,Humanities and the arts,Philosophy,Applied ethics,Medical ethics
RDF6030207,Humanities and the arts,Philosophy,Applied ethics,Professional ethics
RDF6030208,Humanities and the arts,Philosophy,Applied ethics,Research ethics
RDF6030209,Humanities and the arts,Philosophy,Applied ethics,Animal ethics
RDF6030210,Humanities and the arts,Philosophy,Applied ethics,Reproductive health ethics
