ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
CIHR75260;Institute of Health Services and Policy Research;Use of propensity-score calibration in estimating the effect of a primary care reform in Ontario, Canada;CIHR;2020-2021;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Sourial, Nadia;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11771;HPM;CIHR;Health Policy & Systems Management Research;Génie biomédical
CIHR72708;Institute of Human Development, Child and Youth Health;Impact of pathogenic DNMT3A mutations on cell lineage specification  and programming in Tatton-Brown-Rahman Syndrome;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Doiron, Karine L;Without Collaborator;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11888;IT;CIHR;Immunology and Transplantation;Appareil cardiovasculaire - A
CIHR72729;IPPH – Starting Investigators Workshop Travel Bursaries;Participation à l'atelier pour chercheur débutant;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Druetz, Thomas;Without Collaborator;0;117904;Université de Montréal;Institut de recherche en santé publique;Universities;Universités;Quebec;Québec;1345;Without Collaborator;0;CIHR11821;BSA;CIHR;Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes;Système cardiovasculaire - A: Cellules et tissus
CIHR72656;IPPH – Starting Investigators Workshop Travel Bursaries;Social and structural determinants of youth mental health: potential mechanisms for policy and interventions;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;GARIEPY, Genevieve;Without Collaborator;0;100012;Université de Montréal;Centre de recherche Fernand-Seguin;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11783;BSC;CIHR;Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition;Virologie et pathogenèse virale
CIHR75000;IPPH Travel Awards – CPHA Annual Conference;Artificial intelligence and responsible innovation in health: a public health lens to tackle equity and sustainability issues;CIHR;2019-2020;2020;1119;IPPH Travel Awards - CPHA Annual Conference;Grant Awards;Bourses de voyage de l ISPP – Conférence annuelle de l ACSP;Subventions;Rocha de Oliveira, Robson;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR1168;VVP;CIHR;Virology & Viral Pathogenesis;Cancer - A
CIHR74013;ME Network Catalyst Grant;Interdisciplinary Canadian Collaborative ME Research Network;CIHR;2023-2024;2019;1453;ME Network Catalyst Grant;Grant Awards;Subvention Catalyseur de réseau sur l EM;Subventions;MOREAU, Alain;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;280000;Internal collaboration;16;CIHR12389;MI;CIHR;Microbiology & Infectious Diseases;Bourses de recherche - B
CIHR78469;Medical Physics & Imaging;Dynamic Ultrasound Localization Pulsatility Imaging;CIHR;2022-2023;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Provost, Jean;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;134640;Internal collaboration;4;CIHR13277;GSH;CIHR;Gender, Sex & Health;Appareils à util. multiples et entretien
CIHR87362;Medical Physics & Imaging;Inflammatory phenotype, senescence, and viscoelasticity imaging of macrophages in HIV;CIHR;2023-2024;2023;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;CLOUTIER, Guy;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;102956;Internal collaboration;6;CIHR138;NSB;CIHR;Molecular & Cellular Neurosciences - B;SAGE-KE
CIHR79744;Medical Physics & Imaging;Local and global biomechanical properties of the eye as new glaucoma risk factors;CIHR;2022-2023;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Costantino, Santiago;Internal collaboration;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;138465;Internal collaboration;2;CIHR13186;G;CIHR;Genetics;Biochimie et biologie moléculaire - B
CIHR77254;Medical Physics & Imaging;Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study;CIHR;2022-2023;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;SOULEZ, Gilles;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;129094;Internal collaboration;6;CIHR13663;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Médecine expérimentale
CIHR78311;Medical Physics & Imaging;Multimodal Sensing Guidewire with Random Optical Gratings by Ultraviolet laser Exposure for Peripheral Vascular Interventions;CIHR;2022-2023;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Kadoury, Samuel;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;108630;Internal collaboration;5;CIHR13504;E;CIHR;Endocrinology;Cancer - B
CIHR77353;Medical Physics & Imaging;Underpinning neuro-vascular decoupling in resting state networks of vascular diseases;CIHR;2023-2024;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LESAGE, Frédéric;Internal collaboration;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;152235;Internal collaboration;1;CIHR11398;INV;CIHR;Investigators;Cas spéciaux
CIHR76331;Mental Health and Substance Use Responses to COVID-19;"Rapid review of the impacts of ""Big Events"" on people who use drugs and delivery of harm reduction and drug treatment services: Implications for strengthening systems in response to COVID-19";CIHR;2020-2021;2020;303;Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use;Grant Awards;Subv. fonct: Synthèse des connaissances : Santé mentale  toxicomanie et COVID-19;Subventions;Larney, Sarah;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;50000;Internal collaboration;3;CIHR12212;HTA;CIHR;Health Research Training A – Post-PhD (HTA);Sciences du comportement - B: Études cliniques du comportement
CIHR75137;Methamphetamine and related psychostimulant use;Predicting future primary psychotic disorders in youth with methamphetamine-psychosis disorder.;CIHR;2019-2020;2019;1476;Operating Grant: Methamphetamine and related psychostimulant use;Grant Awards;Subv. fonct. : Consommation de méthamphétamine et d autres psychostimulants;Subventions;LECOMTE, Tania;Internal collaboration;0;100053;Université de Montréal;Hôpital Louis H. Lafontaine;Universities;Universités;Quebec;Québec;100000;Internal collaboration;3;CIHR12277;***;CIHR;Special Cases;Cancer - A
CIHR84969;Microbiology & Infectious Diseases;Control of bacterial cell shape through cell-wall remodeling;CIHR;2023-2024;2022;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;van Teeffelen, Sven;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;147645;Without Collaborator;0;CIHR11131;DRB;CIHR;Doctoral Research Awards - B;Formation de recherche en santé A - Ph.D.
CIHR77381;Microbiology & Infectious Diseases;Discovery and characterization of novel genetic-exchange and drug-resistance mechanisms in Leishmania parasites;CIHR;2023-2024;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Fernandez Prada, Christopher;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;166005;Internal collaboration;1;CIHR11399;HSB;CIHR;Health Research Salary B;Investigation clinique - A
CIHR80061;Molecular & Cellular Biology of Cancer;Exploiting the synthetic-lethal vulnerabilities of stem cells and cancer cells with eroded telomeres;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;HARRINGTON, Lea A;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;175950;Without Collaborator;0;CIHR10908;PM;CIHR;Pathology and Morphology;Excellence, innovation et progrès dans l'étude de l'obésité et du poids corporel sain
CIHR79882;Molecular & Cellular Biology of Cancer;Identification of MYC-dependent vulnerabilities in breast cancer;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;ROUX, Philippe;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;172890;Without Collaborator;0;CIHR10901;PSD;CIHR;Psychosocial, Sociocultural and Behavioural Determinants of Health - B;Sciences du comportement - A: Fondements neurobiologiques des processus comportementaux
CIHR77949;Molecular & Cellular Biology of Cancer;Identification of MYC-dependent vulnerabilities in breast cancer;CIHR;2020-2021;2020;1953;Project Grant - PA: Cancer Research - Breast Cancer;Grant Awards;Subvention Projet - AP : Recherche sur le cancer - Cancer du sein;Subventions;ROUX, Philippe;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;100000;Without Collaborator;0;CIHR11948;RS;CIHR;Respiratory System;Investigation clinique - B
CIHR73899;Molecular & Cellular Biology of Cancer;Molecular mechanisms of oncogene-induced senescence;CIHR;2021-2022;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;FERBEYRE, Gerardo;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;158355;Without Collaborator;0;CIHR11151;DRA;CIHR;Doctoral Research Awards A;Microbiologie et maladies infectieuses
CIHR88232;Molecular & Cellular Biology of Cancer;Role and therapeutic potential of the atypical MAP kinase ERK3 in basal-like breast cancer progression;CIHR;2023-2024;2023;1866;Project Grant - PA: Breast Cancer Research;Grant Awards;Subvention Projet - AP : Recherche sur le cancer du sein;Subventions;MELOCHE, Sylvain;Internal collaboration;0;103682;Université de Montréal;Institute for Research in Immun & Cancer/CECR in Therapeutics Discovery;Universities;Universités;Quebec;Québec;100000;Internal collaboration;1;CIHR11756;IT;CIHR;Immunology and Transplantation;Cas speciaux - programmes de bourses
CIHR73897;Molecular & Cellular Biology of Cancer;Role of the deubiquitylating enzyme USP17 in colorectal cancer;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;SERVANT, Marc;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;123037;Internal collaboration;1;CIHR11721;CP;CIHR;Cell Physiology;Cas speciaux - programmes de bourses
CIHR81451;Molecular & Cellular Biology of Cancer;Targeting ENPP1-dependent immune evasion in ErbB2-positive breast cancer;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;ROUX, Philippe;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;184365;Internal collaboration;1;CIHR11990;DRA;CIHR;Doctoral Research Awards - A;Appareil cardiovasculaire - B
CIHR77374;Molecular & Cellular Biology of Cancer;Targeting the SMARCD1-E2A-p53 Molecular Axis in B-Cell Lymphoma;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LESSARD, Julie;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;153765;Without Collaborator;0;CIHR11233;DRA;CIHR;Doctoral Research Awards A;Appareil cardiovasculaire - A
CIHR79813;Molecular & Cellular Biology of Cancer;Unravelling the mechanisms of AXL trafficking and signalling in breast cancer metastasis;CIHR;2022-2023;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Côté, Jean-François;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;180540;Without Collaborator;0;CIHR1125;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Recherche en interventions et en évaluation dans les services de santé - A
CIHR83438;Molecular & Cellular Neurosciences - B;Cell biology and function of dopamine neuron connectivity in health and disease;CIHR;2022-2023;2022;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;TRUDEAU, Louis-Eric;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;305045;Without Collaborator;0;CIHR11512;FEC;CIHR;Fellowships - C (PhD);Formation de recherche en santé B - HP
CIHR75327;Molecular & Cellular Neurosciences - B;Contribution of the NKG2D pathway to multiple sclerosis;CIHR;2022-2023;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;ARBOUR, Nathalie;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;192015;Without Collaborator;0;CIHR11207;DRA;CIHR;Doctoral Research Awards - A;Médecine expérimentale
CIHR73724;Molecular & Cellular Neurosciences - B;Inflammation and autoimmunity as triggers of axonal dying-back in PD;CIHR;2019-2020;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;TRUDEAU, Louis-Eric;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;158100;Internal collaboration;1;CIHR11614;CSB;CIHR;Cardiovascular System - B;Sciences du comportement - A
