division,group,class,subclass,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030402 Health care administration,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,"RDF3030403 Health information systems (including surveillance)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030404 Health counselling,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030405 Community child health,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030406 Health care effectiveness and outcomes,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030407 Health care safety and quality improvement,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030408 Knowledge translation and implementation science in health,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030409 Patient and citizen engagement research,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,"RDF3030410 Electronic health (e-Health)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,"RDF3030411 Mobile health (mHealth)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,"RDF3030499 Health services and systems, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030501 Family care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030502 Primary health care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030503 Residential client care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,"RDF3030504 Aged health care services (except nursing)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030505 Services for persons with disabilities,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030506 Emergency care and critical care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030507 Personalized medicine,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030508 Genetic medicine,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030509 Coordinated and integrated care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030510 Hospital and specialist care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030511 Patient-centered care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030512 Palliation and end-of-life care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030513 Maternal and newborn care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,"RDF3030514 Health care access, privilege or marginalization",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030515 Home health care,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030516 Traumatology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030517 Internal medicine,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,RDF3030518 Midwifery,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30305 Care,"RDF3030599 Care, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,RDF3030601 Geriatric nursing,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,"RDF3030602 Clinical nursing, primary (preventive care)",,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,"RDF3030603 Clinical nursing, secondary (acute care)",,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,"RDF3030604 Clinical nursing, tertiary (rehabilitative care)",,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,RDF3030605 Mental health nursing,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30306 Nursing,"RDF3030699 Nursing, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30399 Other health sciences,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30399 Other health sciences,"RDF3039999 Other health sciences, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,,,,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,,,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,RDF3040101 Gene and molecular therapy,,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,"RDF3040102 Medical biotechnology diagnostics (including biosensors)",,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,RDF3040103 Medical molecular engineering of nucleic acids and proteins,,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,"RDF3040104 Regenerative medicine (including stem cells and tissue engineering)",,,
"RDF30 Medical, health and life sciences",RDF304 Medical biotechnology,RDF30401 Medical biotechnology,"RDF3040199 Medical biotechnology, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF305 Other medical sciences,,,,,
"RDF30 Medical, health and life sciences",RDF305 Other medical sciences,RDF30599 Other medical sciences,,,,
"RDF30 Medical, health and life sciences",RDF305 Other medical sciences,RDF30599 Other medical sciences,RDF3059999 Other medical sciences,,,
RDF40 Agricultural and veterinary sciences,,,,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",,,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010101 Agricultural land management,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010102 Agricultural land planning,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010103 Agricultural ecology,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010104 Agricultural production systems simulation,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010105 Agricultural spatial analysis and modelling,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010106 Agricultural production systems analysis and modelling,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management","RDF4010107 Farm management, rural management and agribusiness",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010108 Farming systems research,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010109 Indigenous food system,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management",RDF4010110 Sustainable agricultural development,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries","RDF40101 Agriculture, land and farm management","RDF4010199 Agriculture, land and farm management, n.e.c.",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,RDF4010201 Agro-ecosystem function and prediction,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,RDF4010202 Agronomy,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,RDF4010203 Crop and pasture biochemistry and physiology,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,RDF4010204 Crop and pasture biomass and bioproducts,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,"RDF4010205 Crop and pasture improvement (selection and breeding)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,RDF4010206 Crop and pasture nutrition,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,"RDF4010207 Crop and pasture post harvest technologies (including transportation and storage)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,"RDF4010208 Crop and pasture protection (pests, diseases and weeds)",,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40102 Crop and pasture production,"RDF4010299 Crop and pasture production, n.e.c.",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,RDF4010301 Horticultural crop growth and development,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,"RDF4010302 Horticultural crop improvement (selection and breeding)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,"RDF4010303 Horticultural crop protection (pests, diseases and weeds)",,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,RDF4010304 Enology and viticulture,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,"RDF4010305 Post harvest horticultural technologies (including transportation and storage)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40103 Horticultural production,"RDF4010399 Horticultural production, n.e.c.",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010401 Agroforestry,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010402 Forestry biomass and bioproducts,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010403 Forestry fire management,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010404 Forestry management and environment,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010405 Forest ecology,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,"RDF4010406 Forestry pests, health and diseases",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010407 Forestry product quality assessment,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,"RDF4010408 Tree improvement (selection and breeding)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010409 Tree nutrition and physiology,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010410 Wood and wood fibre processing,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,"RDF4010411 Forest dynamics (including stand dynamics)",,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010412 Forest operations,,,
RDF40 Agricultural and veterinary sciences,"RDF401 Agriculture, forestry, and fisheries",RDF40104 Forestry sciences,RDF4010413 Forest engineering,,,
